text;setting;entrance;exit;business;delivery;modifier;location;unknown;play;year
(Убегает в кофейную.);0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
Входят Паратов (черный однобортный сюртук в обтяжку, высокие лаковые сапоги, белая фуражка, через плечо дорожная сумка), Робинзон (в плаще, правая пола закинута на левое плечо, мягкая высокая шляпа надета набок), Кнуров, Вожеватов. Иван выбегает из кофейной с веничком и бросается обметать Паратова.;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
Паратов, Робинзон, Кнуров, Вожеватов, Гаврило и Иван.;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(Ивану).;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(Дает ему рублевую бумажку.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(Отходит.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
Робинзон важно раскланивается и подает руку Кнурову и Вожеватову.;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(Паратову).;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(показывая на кофейную).;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
Робинзон идет в кофейную.;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(пожимая плечами).;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(Уходит в кофейную. Гаврило за ним.);0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
На крыльце кофейной показывается Робинзон, что-то жует, за ним Гаврило.;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
Паратов, Кнуров, Вожеватов, Робинзон, Гаврило и Иван.;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(Робинзону).;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(с важностью).;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(Робинзону.);0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(Подает руку Вожеватову.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(Гавриле).;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(Вожеватову.);0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(Задумывается.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(поднимая шляпу).;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
Комната в доме Огудаловой. две двери: одна, в глубине, входная. другая налево от актеров. направо окно. мебель приличная, фортепьяно, на нем лежит гитара.;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
Огудалова одна. Подходит к двери налево, с коробочкой в руках.;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
Лариса за сценой: «Я, мама, одеваюсь».;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
Лариса за сценой: «После погляжу!»;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(Взглянув в окно.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
Входит Кнуров.;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
Огудалова и Кнуров.;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(в дверях).;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;ostrovsky-bespridannitsa;1878
(входит).;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(Садится.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(конфузясь).;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(рассматривая вещи).;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(отдает коробочку).;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(Встает.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(берет коробочку).;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(Достает из бумажника деньги и отдает Огудаловой.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(Идет к двери.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
Кнуров уходит. Входит Лариса с корзинкой в руках;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
Огудалова и Лариса.;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(ставит корзинку на столик и рассматривает вещи в коробочке).;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(берет гитару, садится к окну и запевает).;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(Запевает.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(напевает).;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(Взглянув в окно.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
Входит Илья.;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
Огудалова, Лариса и Илья.;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(Кладет фуражку на стул у двери.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(Подает гитару.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(Берет гитару и подстраивает.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(Запевает басом.);0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
Голос в окно: «Илья, Илья, ча адари́к! ча сеге́р!»;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
Голос с улицы: «Иди, барин приехал!»;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
Голос с улицы: «Верно приехал!»;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(Кладет гитару и берет фуражку.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(Уходит.);0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
Огудалова и Лариса.;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
Входит Карандышев.;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
Огудалова, Лариса и Карандышев.;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(запальчиво).;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(холодно).;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(с сердцем).;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(Сквозь слезы.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
Лариса в испуге встает.;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(у окна).;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;ostrovsky-bespridannitsa;1878
(Карандышеву).;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
Лариса и Карандышев уходят. Входит Паратов.;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
Огудалова и Паратов.;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(всю сцену ведет в шутливо-серьезном тоне).;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(простирая руки).;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(Обнимаются и целуются.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(поглядев на Паратова).;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(Целует руку.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(Берет футляр с вещами.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(берет Паратова за ухо).;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(Уходит.);0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
Входит Лариса.;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
Паратов и Лариса.;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
Лариса молчит.;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(нежно целует руку Ларисы).;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
Входят Огудалова и Карандышев.;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
Паратов, Лариса, Огудалова, Карандышев, потом лакей.;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(Паратову.);0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(Карандышеву.);0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(подавая руку Карандышеву).;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(Кланяясь.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(сдержанно).;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(Карандышеву).;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(разгорячась).;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(Карандышеву).;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(Огудаловой).;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(Паратову).;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(Карандышеву).;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
Карандышев хочет отвечать.;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
Лариса уходит.;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(холодно).;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
Входит Лариса, за ней человек с бутылкой шампанского в руках и стаканами на подносе.;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(наливает).;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
Паратов и Карандышев берут стаканы.;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(Карандышеву).;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
Входит Вожеватов.;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
Огудалова, Лариса, Паратов, Карандышев, Вожеватов, потом Робинзон.;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
Робинзон входит.;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(Робинзону).;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
Робинзон целует руки у Огудаловой и Ларисы.;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(Карандышеву.);0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(подавая руку Робинзону).;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(Паратову).;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(Робинзону.);0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(Робинзону).;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(налив стаканы).;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(Пьют.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(Карандышеву).;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(Робинзону).;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(Огудаловой).;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(Кланяясь всем.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(Уходит.);0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(берет шляпу).;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
Огудалова и Лариса уходят за Карандышевым в переднюю.;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
Паратов, Вожеватов и Робинзон.;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(Ударив себя по лбу.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(Прислушиваясь.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
Входят Огудалова и Лариса.;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(Раскланиваются.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
Кабинет Карандышева. комната, меблированная с претензиями, но без вкуса. на одной стене прибит над диваном ковер, на котором развешано оружие. три двери: одна в середине, две по бокам.;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
Евфросинья Потаповна и Иван (выходит из двери налево);0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;ostrovsky-bespridannitsa;1878
(Уходит в среднюю дверь, Иван за ней.);0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
Входят Огудалова и Лариса слева.;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
Огудалова и Лариса.;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
Входит Евфросинья Потаповна.;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
Огудалова, Лариса и Евфросинья Потаповна.;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(Огудаловой).;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
Огудалова и Лариса уходят в дверь направо, Евфросинья Потаповна — в среднюю. Из двери налево выходят Паратов, Кнуров, Вожеватов.;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;ostrovsky-bespridannitsa;1878
Паратов, Кнуров и Вожеватов.;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
Входит Робинзон.;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
Паратов, Кнуров, Вожеватов и Робинзон.;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(падая на диван).;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
За с ценой голос Карандышева : «Эй, дайте нам бургонского!»;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
Входит Карандышев с ящиком сигар.;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
Паратов, Кнуров, Вожеватов, Робинзон и Карандышев.;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(взглянув на ковер).;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(Снимает со стены пистолет.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(берет у него пистолет).;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(Бросает пистолет на стол.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(Паратову).;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(Кнурову).;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(Вожеватову).;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(Выбирает пять штук, вынимает из кармана бумажку и тщательно завертывает.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(Громко.);0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(Еще громче).;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
Входит Огудалова.;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
Паратов, Кнуров, Вожеватов, Робинзон, Карандышев и Огудалова.;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(Карандышеву тихо.);0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(Подходит к Паратову.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(Огудаловой).;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(Уходит.);0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
Паратов и Карандышев уходят в дверь налево.;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
Кнуров, Вожеватов и Робинзон.;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(глядит в дверь налево).;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(Поет из «Роберта».);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(Поет.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(Громко.);0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(Убегает.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
Из средней двери выходит Илья.;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
Кнуров, Вожеватов, Илья, потом Паратов.;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
Входит Паратов.;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(Уходит.);0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(Указывая в дверь.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(В дверь.);0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
Входит Робинзон.;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
Паратов, Кнуров, Вожеватов и Робинзон.;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(тихо).;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(Паратову).;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
Входят справа Огудалова и Лариса, слева Карандышев и Иван.;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
Огудалова, Лариса, Паратов, Кнуров, Вожеватов, Робинзон, Карандышев, Иван, потом Илья и Евфросинья Потаповна.;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(Ларисе).;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(Жмет руку Паратову.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(Паратову).;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(Ларисе).;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(Карандышеву.);0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
Иван уходит.;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(Ларисе тихо).;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
Входит Илья с гитарой.;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(Ларисе).;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
Карандышев, надувшись, отходит в угол и садится.;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;ostrovsky-bespridannitsa;1878
(подстраивая гитару).;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(Поют в два голоса.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
Все различным образом выражают восторг. Паратов сидит, запустив руки в волоса. Во втором куплете слегка пристает Робинзон.;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(Робинзону).;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(Ларисе).;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(с мрачным видом).;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(Целует руку Ларисы.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(Карандышеву.);0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(громко).;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(тихо).;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(Громко.);0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
Входит Евфросинья Потаповна.;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(Уходит.);0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
Карандышев идет в дверь налево.;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(Уходит за Карандышевым.);0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
Илья уходит в среднюю дверь.;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(Кнурову).;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(Робинзону.);0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
Уходят налево Кнуров, Вожеватов и Робинзон.;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
Лариса и Паратов.;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(Страстно глядит на Ларису.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(тихо).;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(опустя голову).;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(тихо).;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
Входят Огудалова, Кнуров, Вожеватов, Робинзон, Карандышев и Иван с подносом, на котором стаканы шампанского.;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
Огудалова, Лариса, Паратов, Кнуров, Вожеватов, Робинзон, Карандышев и Иван.;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(Кнурову и Вожеватову).;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
(Все берут стаканы.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;ostrovsky-bespridannitsa;1878
